Kommune;Adresse;Bygningsnavn;Fredningsaar;Opfoerelsesaar;beskrivelse
København;Tagensvej 83 B-F;Arbejderboligerne til Holger Petersens Fabrik;1990;1885;Arbejderboligerne til Holger Petersens Fabrik (1885 af Carl Thorning). Fredet 1990.*
København;Tagensvej 85 C-F;Holger Petersens Manufakturvarefabrik;1990;1883;Den lille fladebygning med shedtag, tidl. farveri (1883 af Johan Schrøder) og den hermed sammenbyggede kontor- og lagerbygning (1887-88, forhøjet 1897). Fredet 1990.*
København;Teglgårdsstræde 12;Teglgårdsstræde 12;1972;1791;Forhus (1791), sidehus (før 1781), tværhus (1730) og baghus (1729). Fredet 1972.*
København;Teglgårdsstræde 16 og 16A;Teglgårdsstræde 16;1985;1805;Forhuset og baghuset (1805 af Poul Egeroed) samt gårdspladsens brolægning. Fredet 1985.*
København;Teglgårdsstræde 5-7;Teglgårdsstræde 5-7;1959;1799;"Forhusene (nr. 5: 1799-1802 af Christopher Chrane; nr.7: 1801). Fredet 1959.*"
København;Toldbodgade 12;Toldbodgade 12;1959;1807;Forhuset (1807, pakhus). Fredet 1959.*
København;Toldbodgade 24-28;Korntørringsmagasinet;1959;1787;De to store sammenbyggede pakhuse (1787, mellembygningen fra 1885). Fredet 1959.*
København;Toldbodgade 36 A og B;Blå Pakhus;1946;1781;Pakhusbygningen (1781-83 af C.F. Harsdorff). Fredet 1946.*
København;Toldbodgade 38;Gule Pakhus;1944;1777;Pakhusbygningen (1777-83 af Georg Erdman Rosenberg, ombygget og restaureret 1978-79). Fredet 1944.
København;Toldbodgade 40;Vestindisk Pakhus;1944;1780;Pakhusbygningen (1780-81 af C.F. Harsdorff) samt portpillerne ved indkørslen fra Toldbodgade (opr. Botanisk Have i Amaliegade, ca. 1752). Fredet 1944.*
København;Toldbodgade 5;Toldbodgade 5;1977;1793;Forhuset (mellem 1716 og 1733, forhøjet 1793) med sidehus og baghus (1793). Fredet 1977. Udvidet 1992.*
København;Toldbodgade 7;Toldbodgade 7;1977;1846;Forhuset med sidehus (1846 af Mogens Sørensen) og baghuset (fra før 1733, forhøjet 1733 og ombygget 1846) og den trefags trappemellembygning. Fredet 1977. Udvidet 1989.
København;Toldbodgade 71;Toldbodgade 71, De Engelske Rækkehuse;1978;1870;Forhuset (1870-74 af Vilhelm Tvede) og det naturstensbelagte fortov samt granitkantstenene. Fredet 1978. Udvidet 2012.*
København;Toldbodgade 73;Toldbodgade 73, De Engelske Rækkehuse;1977;1870;Forhuset (1870-74 af Vilhelm Tvede) og det naturstensbelagte fortov samt granitkantstenene. Fredet 1977. Udvidet 2012.*
København;Toldbodgade 75;Toldbodgade 75, De Engelske Rækkehuse;1977;1870;Forhuset (1870-74 af Vilhelm Tvede) og det naturstensbelagte fortov samt granitkantstenene. Fredet 1977. Udvidet 2012.*
København;Toldbodgade 77;Toldbodgade 77, De Engelske Rækkehuse;1977;1870;Forhuset (1870-74 af Vilhelm Tvede) og det naturstensbelagte fortov samt granitkantstenene. Fredet 1977. Udvidet 2012.*
København;Toldbodgade 79;Toldbodgade 79, De Engelske Rækkehuse;1977;1870;Forhuset (1870-74 af Vilhelm Tvede) og det naturstensbelagte fortov samt granitkantstenene. Fredet 1977. Udvidet 2012.*
København;Toldbodgade 81;Toldbodgade 81, De Engelske Rækkehuse;1978;1870;Forhuset (1870-74 af Vilhelm Tvede) og det naturstensbelagte fortov samt granitkantstenene. Fredet 1978. Udvidet 2012.*
København;Toldbodgade 83;Toldbodgade 83, De Engelske Rækkehuse;1978;1870;Forhuset (1870-74 af Vilhelm Tvede) og det naturstensbelagte fortov samt granitkantstenene. Fredet 1978. Udvidet 2012.*
København;Toldbodgade 85;Toldbodgade 85, De Engelske Rækkehuse;1977;1870;Forhuset (1870-74 af Vilhelm Tvede) og det naturstensbelagte fortov samt granitkantstenene. Fredet 1977. Udvidet 2012.*
København;Toldbodgade 87;Toldbodgade 87, De Engelske Rækkehuse;1977;1870;Forhuset (1870-74 af Vilhelm Tvede) og det naturstensbelagte fortov samt granitkantstenene. Fredet 1977. Udvidet 2012.*
København;Toldbodgade 9;Toldbodgade 9;1959;1789;Forhuset og side- og baghus (før 1789, forhuset ombygget 1857). Fredet 1959. Udvidet 1989.*
København;Torvegade 22;Torvegade 22;1950;1600;Forhus og hermed sammenbygget sidehus samt baghus af samme højde som sidehus (1600-tallet og senere). Fredet 1950.*
København;Torvegade 24;Torvegade 24;1991;1793;Forhuset (1793, ombygget ca. 1900) og trappehuset (1793, tidl. del af to sidehuse). Fredet 1991.*
København;Torvegade 28;Torvegade 28;1982;1740;Hjørnehuset (ca. 1740, forhøjet 1852, ombygget slutning af 1990'erne.) samt bygningen mod Wildersgade (Pakhus ca. 1790, forhøjet 1852, ombygget slutningen af 1990'erne.) med side- og baghus (ca. 1780 ombygget slutningen af 1990'erne). Fredet 1982.*
København;Torvegade 30;Torvegade 30;1918;1769;Forhuset (1769) og baghuset (før 1729, ombygget før 1838). Fredet 1918. Udvidet 1997.*
København;Torvegade 32;Torvegade 32;1993;1756;Forhus med sidehus (1756-57, forhøjet 1846). Fredet 1993.*
København;Trekroner 1, Københavns havn;Trekroner Fort;1984;1787;Søfortet med alle anlæg og bygninger (1787 og senere). Fredet 1984.*
København;Tøjhusgade 3;Tøjhuset;1918;1598;Tøjhusbygningen (1598-1611 af Christian IV og Berendt Petersen). Fredet 1918.
København;Valdemarsgade 5, 7 og 9;Den Suhrske Stiftelse;2003;1877;Den Suhrske Stiftelse, bestående af de tre beboelsesbygninger (1877 af Ludvig Fenger). Fredet 2003.*
København;Valkendorfsgade 11;Zeises Hus;1918;1732;Nordøstre forhus og det dermed sammenbyggede sidehus (1732). Fredet 1918.*
København;Valkendorfsgade 15;Valkendorfsgade 15;1959;1736;Forhus og sidehus (1736 med svale til gårdsiden, facaden fra ca. 1889). Fredet 1959.*
København;Valkendorfsgade 17;Valkendorfsgade 17;1959;1761;Forhuset med sidehus og trappehus (1761). Fredet 1959.*
København;Valkendorfsgade 23;Helligåndshuset;1984;1470;Helligåndshuset (ca. 1470, restaureret og ombygget af H.B. Storck 1894-96). Fredet 1984.
København;Valkendorfsgade 3;Valkendorfsgade 3;1959;1730;Forhuset (de fire vestlige fag opført 1730-34 af Jens Olsen, de to østlige fag fra 1756). Fredet 1959.*
København;Valkendorfsgade 36;Valkendorfsgade 36;1918;1737;Forhus med sidehus (1737). Fredet 1918.*
København;Valkendorfsgade 5;Valkendorfsgade 5;1959;1731;Forhuset (1731, facaden fra ca. 1850) og de to sidehuse: det venstre på to bindingsværksfag og det højre på tre brede bindingsværksfag samt to grundmurede fag (1731 og 1751). Fredet 1959. Udvidet 1989.*
København;Vandkunsten 10, hj;af Gåsegade;1945;1802;Vandkunsten 10. Hjørnehuset (1802-03). Fredet 1945. *
København;Vandkunsten 11;Vandkunsten 11;1977;1735;Forhuset (før 1735, forhøjet og facaden grundmuret 1777) med sidehus. Fredet 1977.*
København;Vandkunsten 13;Vandkunsten 13;1972;1754;Forhuset (1754) og det nordlige sidehus (1783). Fredet 1972.*
København;Vandkunsten 8 og Kompagnistræde 39;Vandkunsten 8 og Kompagnistræde 39;1918;1750;"Forhuse mod Vandkunsten og Kompagnistræde med forbindende sidehuse (Vandkunsten 8: ca. 1750, men helt ombygget 1803-08; Kompagnistræde 39: 1803, de to østlige fag tilføjet 1859). Fredet 1918. *"
København;Ved Stranden 10, hj;af Boldhusgade;1918;1796;Sundorphs Hus. Forhus mod Ved Stranden og Boldhusgade samt sidehus (1796-97). Fredet 1918.*
København;Ved Stranden 12;Ved Stranden 12;1932;1796;Forhus med sidehus (1796). Fredet 1932.*
København;Ved Stranden 14 og Admiralgade 24;Gustmeyers Gård;1918;1796;Forhus mod Ved Stranden og tilstødende sidehus med samme gesimshøjde som forhus (1796 af Johan Martin Quist, salen indrettet 1874-75 af Hans J. Holm), mur med portpiller på tværs af gården og hermed sammenbygget enetages udhus samt forhuset mod Admiralgade. Fredet 1918.*
København;Ved Stranden 16;Ved Stranden 16;1918;1748;Forhuset (1748 af Philip de Lange, forhøjet 1886) og de to sammenbyggede sidehuse på fire fag og seks fag (1795 og 1796, forhøjet 1844, som forhuset). Fredet 1918. Udvidet 1990.*
København;Ved Stranden 8, hj;af Boldhusgade;1932;1796;Ved Stranden 8. Hjørnebygningen (1796-97). Fredet 1932.
København;Vestagervej 29;Vestagervej 29;2022;1924;Villaen (1924 af Johannes Magdahl Nielsen) og haven (1924 af G.N. Brandt). Fredet 2022 *
København;Vester Søgade 44-78 og Gyldenløvesgade 21 og 25;Vestersøhus;1994;1935;Etageejendommen (1935-36 og 1938-39 af Kay Fisker og C.F. Møller). Fredet 1994.*
København;Vester Voldgade 19, hj;af Studiestræde;1974;1796;Vester Voldgade 19. Forhuset (1796-97, forhøjet 1845). Fredet 1974.*
København;Vesterbrogade;Frihedsstøtten, København;1918;1792;Frihedsstøtten (1792-97 af Nicolai Abildgaard, restaureret 1999). Fredet 1918
København;Vesterbrogade 140-142;Tvedes Bryggeri (tidl.);1980;1862;Østre forhus (1862), vestre forhus med sidehus (1884 af Christian L. Thuren). Fredet 1980.*
København;Vesterbrogade 144;Tvedes Stiftelse;1980;1878;Forhuset (1878 af C.A.C. Leser). Fredet 1980.*
København;Vesterbrogade 148;Sorte Hest;1980;1771;Forhuset (1771, forhøjet ca. 1825), hjørnebygningen (1797) med sidehusforlængelse (1872, forhøjet 1929) samt mellembygning (1788 opr. kakkelovnsfabrik) og den brolagte gårdsplads. Fredet 1980.*
København;Vesterbrogade 3;Parterrehaven, Tivoli;2014;1943;Det selvstændige landskabsarkitektoniske værk Parterrehaven i Tivoli (1943 af G.N. Brandt i samarbejde med Poul Henningsen). Fredet 2014 *
København;Vesterbrogade 3, Tivoli;Pantomimeteatret;1979;1874;Teaterbygningen (1874 af Vilhelm Dahlerup). Fredet 1979. *
København;Vesterbrogade 34;Løvenborg;1985;1906;Forhuset med side- og tværhus (1906-07 af Anton Rosen). Fredet 1985.*
København;Vesterbrogade 59;Den Kgl;1926;1782;Skydebane. Hovedbygningen (1782-87 antagelig af Henrich Brandemann) med sidefløje mod syd (1886) og nord (1896) samt den hermed sammenbyggede portbygning. Fredet 1926.
København;Vesterbrogade 60 og 60 A-C;Wegeners Gård;1981;1854;Forhuset med sidehus (1854) samt tværhuset og den hermed sammenbyggede biblioteksbygning (1867 af Carl Rasmussen). Fredet 1981.*
København;Vesterbrogade 72 og 72 A-B;Vesterbro Apotek;1979;1853;Forhus med sidehus (1853 af P.C. Hagemann) samt havehuset og laboratoriebygningen (1883). Fredet 1979. Udvidet 1983.*
København;Vesterfælledvej 100 (m;fl;1996;1886;adresser). Carlsberg Bryggeri. Gl. Carlsberg: Porthuset (1886-87 af C.F. Thomsen) samt støbejernsrækværket og portene mod Gl. Carlsbergvej, bryghuset (1867 af N.S. Nebelong) og svalehuset med gærkældre (1859 af N.S. Nebelong, brændt og genopført 1867), malteriet med lagerkældre (1856, brændt og genopført 1867 af N.S. Nebelong) samt det dermed sammenbyggede støbekartårn (1855-56, brændt og genopført 1867), den søndre lagerbygning med lagerkældre (1855, brændt og genopført 1867, ombygget 1923-24 til funktionærboliger), den nordre lagerbygning med lagerkældre (1847, ombygget 1862-63 og forhøjet med en etage 1875), kornmagasinet (1866, ombygget efter brand 1867 af N.S. Nebelong), kedelhuset (1875) og de to skorstene (1875 og 1879), stalden (1847 af H.C. Stilling, ombygget 1858), staldbygningen (1876), kørehallen med lagerkældre (1878), lagerbygningen med lagerkældre (1860/1868), kørehallen med lagerkældre (1857-1860, ombygget til lagerrum 1935, ombygget to stald 1991), hovedbygningen (Æresboligen) med den tilhørende mur mod nord (1853-54 af N.S. Nebelong), vinterhaven (1858 af Peter Christian Bønecke), Pompeji (1876 af Peter Christian Bønecke) samt den italienske pergola (1851) syd for Pompeji og den søndre lagerbygning. Ny Carlsberg: Vagttårnet (1905 af Hack Kampmann), museumsbygningen, Glyptoteket (1885-95 af Vilhelm Dahlerup og Hack Kampmann), Carl Jacobsens villa (1890-92), indkørslen with port, den sydlige del af haven med skulpturer og Den Venetianske Tepavillon (1895) samt ishuset (1896, alle af Hack Kampmann), Kvaltek, kontor- og laboratoriebygningen (1873 ombygget 1901 af Hack Kampmann). Fredet 1996. (* Bevaringsdeklaration for dele af Carlsberg) Kældrene under Den Røde Lagerbygning (1883). Stjerneporten samt Kridttårnet with vagtbygningen with den tilhørende mur og det brolagte areal mellem mur og bolig (1883 af P.C. Bønecke). Malteri og Maltmagasiner (1881 af Vilhelm Dahlerup). Dipylon (Dobbeltporten (1892 af Vilhelm Dahlerup). Bryghuset (1901 af Vilhelm Klein med senere ændringer) samt siloerne nord for Bryghuset. Elefantporten (1901 af Vilhelm Dahlerup). Vejbelægningen på Ny Carlsberg Vej på strækningen under Elefantporten, under Dipylon, mellem Elefantporten og Dipylon, mellem Vesterfælledvej og Dipylon samt vejens allé-beplantning. Den Snoede Skorsten (1900 af Carl Jacobsen og Vilhelm Dahlerup, udført af murermester Beckmann). Mineralvandsfabrikkens lagerbygning samt pergola syd herfor (1920-1927 af Carl Harild i samarbejde med Carlsbergs ingeniørkontor). Kraftværket (1923-29 af Carl Harild i samarbejde med Carlsbergs projekteringsafdeling, udvidet 1953). Kedelhuset (1926 af Carl Harild i samarbejde med Carlsbergs ingeniørkontor, udvidet 1928). De hængende Haver (1967/69 af Svenn Eske Kristensen i samarbejde med Carlsbergs projekteringsafdeling og planlægningsafdeling). Haven foran Æresboligen (1851-1867 af Rudolph Rothe). Lagerkælder 3 (1969 af Svenn Eske Kristensen og ingeniørfirmaet B. Højlund Rasmussen). Carlsberg Laboratorium samt forstanderboliger mod nord og syd med tilhørende forbindelsesgange (1893-96 af F.C. Thomsen) samt indgangsparti bestående af fire portsøjler og låger. Fredet 2009. Udvidet 2015. Ændret 2017
København;Vestergade 1, hj;af Vestergade og Gammeltorv;1950;1796;Vestergade 1. Forhuset (1796). Fredet 1950.*
København;Vestergade 14-16, hj;af Larsbjørnsstræde;1939;1796;Vestergade 14-16, hj. af Larsbjørnsstræde. Forhuse mod Vestergade og Larsbjørnsstræde samt muren langs Larsbjørnsstræde og det mod gården bag denne mur liggende side- og baghus (hjørnehuset samt bebyggelsen mod Larsbjørnsstræde 1796 af L.L. Thrane og C.F. Hollander). Fredet 1939.
København;Vestergade 15, hj;af Kattesundet;1959;1797;Vestergade 15. Hjørnebygningen med sidehus (1797-98 af Philip Lange og L.L. Thrane). Fredet 1959. *
København;Vestergade 2;Obels Gård;1918;1796;Forhuset (1796-97). Fredet 1918.*
København;Vestergade 20;Vestergade 20;1939;1797;Forhuset (1797 af A.C. Wilcken). Fredet 1939.*
København;Vestergade 21;Vestergade 21;1977;1795;Forhus med side- og baghus (1795-96). Fredet 1977.*
København;Vestergade 22;Vestergade 22;1959;1798;Forhuset (1798-99). Fredet 1959.*
København;Vestergade 24;Vestergade 24;1959;1797;Forhuset (1797). Fredet 1959.*
København;Vestergade 26;Vestergade 26;1939;1796;Forhuset (1796-97). Fredet 1939.*
København;Vestergade 27;Vestergade 27;1959;1797;Forhuset med to sidehuse og baghuset (1797-99 af J.W. Steenberg). Fredet 1959.*
København;Vestergade 3;Vestergade 3;1959;1795;Forhuset, side- og baghus (1795-96). Fredet 1959. Udvidet 1988.*
København;Vestergade 5;Vestergade 5;1918;1796;Forhuset (1796-97). Fredet 1918.*
København;Vestergade 7;Vestergade 7;1991;1797;Forhuset med side- og baghus (1797-98 af Andreas Kirkerup, baghuset forhøjet 1875). Fredet 1991.*
København;Viktoriagade 10;Viktoriagade 10;1986;1867;Forhuset (1867). Fredet 1986.*
København;Viktoriagade 12;Viktoriagade 12;1986;1863;Forhuset (1863) og sidehuset (1881). Fredet 1986.*
København;Viktoriagade 8;Viktoriagade 8;1984;1860;Forhuset (1860). Fredet 1984.*
København;Vingårdstræde 19;Vingårdstræde 19;1959;1796;Forhuset (1796-97 af Niels Hansen og H.C. Schmidt). Fredet 1959.*
København;Vingårdstræde 20;Vingårdstræde 20;1959;1851;Forhuset (1851 af P.C. Hagemann). Fredet 1959.*
København;Vingårdstræde 21, hj;af Nikolajgade;1945;1797;Vingårdstræde 21. Hjørnebygningen med sidehus (1797). Fredet 1945.*
København;Vingårdstræde 6;Kong Hans' Vingård;1918;1400;Det middelalderlige house (1400-tallet, forhøjet med to etager 1783-84, nuværende facade fra 1796) samt det tilstødende hus med port vest herfor (1830-31). Fredet 1918.*
København;Vingårsstræde 22 og Nikolaj Plads 15 (tidl;Nikolaj Plads 13);1959;1848;Vingårsstræde 22 og Nikolaj Plads 15. Hjørnebygningen (1848-49 af P.C. Hagemann). Fredet 1959. *
København;Wagnersvej 19;Dansepavillon;1992;;Dansepavillonen ved Karens Minde. Fredet 1992.
København;Wilders Plads 7 (tidl;10);1945;1736;Wilders Plads 7 (tidl. 10). Gavlkvisthus ved Wilders Kanal (1736). Fredet 1945.*
København;Wildersgade 15;Wildersgade 15;1964;1778;Forhuset (ca. 1778). Fredet 1964.*
København;Wildersgade 17;Wildersgade 17;1989;1700;Forhuset med det lille trappehus (slutningen af 1700-tallet). Fredet 1989.
København;Wildersgade 19;Wildersgade 19;;1700;Forhuset (slutningen af 1700-tallet, ombygget ca. 1850). Fredet. 1989.*
København;Wildersgade 20, Overgaden neden Vandet 17;Wildersgade 20 og Overgaden neden Vandet 17;1989;1790;Forhuset Wildersgade 20 (1790), forhuset og det lille mellemhus i Overgaden neden Vandet 17 (1887 af Frederik Bøttger). Fredet 1989.*
København;Wildersgade 34;Wildersgade 34;1959;1764;De to forhuse (1764, forhøjet 1780) samt det nordøstlige sidehus. Fredet 1959.*
København;Wildersgade 36;Wildersgade 36;1964;1725;Forhuset, svalen og baghuset (forhus 1725, baghus 1780 af Johan Bernhardt Schottmann, svalen lukket ved ombygning 1832). Fredet 1964. Udvidet 1987.*
København;Wildersgade 37;Wildersgade 37;1980;1776;Forhus (opr. to huse fra beg. af 1700-tallet, sammenlagt 1750, forhøjet 1776, facadeudsmykning ca. 1850-1900) med sidehus (1776, forkortet 1978). Fredet 1980.*
København;Wildersgade 40;Wildersgade 40;1964;1738;Forhuset (1738, grundmuret til gaden og forhøjet med to etager i 1793). Fredet 1964.
København;Wildersgade 46;Brænderigaarden;1959;1760;Forhuset (1760, forhøjet 1801) og det dermed sammenbyggede sidehus. Fredet 1959. Udvidet 1983.*
København;Wildersgade 49 A-B;Wildersgade 49 A-B;1982;1783;Forhuset (mellem 1783 og 1801). Fredet 1982.*
København;Wildersgade 52, hj;af Sankt Annæ Gade;1950;1700;Wildersgade 52. Forhus og baghus (ca. 1700). Fredet 1950.*
København;Wildersgade 53;Wildersgade 53;1959;1731;Forhuset (1731, ombygget og forhøjet 1776). Fredet 1959.*
København;Wildersgade 58;Wildersgade 58;1981;1700;Forhuset (beg. 1700-tallet). Fredet 1981.
København;Wildersgade 64-66;Wildersgade 64-66;1987;1725;Pakhuset (før 1725, ombygget 1794 og 1884). Fredet 1987.
København;Åbenrå 25;Åbenrå 25;1945;1733;Forhuset (1733). Fredet 1945.*
København;Åbenrå 26;Åbenrå 26;1964;1730;Forhuset (ca. 1730). Fredet 1964.*
København;Åbenrå 27;Åbenrå 27;1959;1761;Forhus med sidehus (1761, facaden ændret ca. 1860). Fredet 1959.*
